Group: aopalliance | Artifact: aopalliance | Version: 1.0
Group: org.springframework.boot | Artifact: spring-boot-starter-data-jpa | Version: 3.2.4
Group: org.springframework.boot | Artifact: spring-boot-starter-data-redis | Version: 3.2.2
Group: org.springframework.boot | Artifact: spring-boot-starter-data-redis | Version: 3.2.4
Group: org.springframework.boot | Artifact: spring-boot-starter-jdbc | Version: 3.2.2
Group: org.springframework.boot | Artifact: spring-boot-starter-jdbc | Version: 3.2.4
Group: org.springframework.boot | Artifact: spring-boot-starter-json | Version: 2.5.4
Group: org.springframework.boot | Artifact: spring-boot-starter-json | Version: 3.1.2
Group: org.springframework.boot | Artifact: spring-boot-starter-json | Version: 3.2.2
Group: org.springframework.boot | Artifact: spring-boot-starter-json | Version: 3.2.4
Group: org.springframework.boot | Artifact: spring-boot-starter-json | Version: 3.5.9
Group: org.springframework.boot | Artifact: spring-boot-starter-logging | Version: 2.5.4
Group: org.springframework.boot | Artifact: spring-boot-starter-logging | Version: 3.1.2
Group: org.springframework.boot | Artifact: spring-boot-starter-logging | Version: 3.2.2
Group: org.springframework.boot | Artifact: spring-boot-starter-logging | Version: 3.2.4
Group: org.springframework.boot | Artifact: spring-boot-starter-logging | Version: 3.5.9
Group: org.springframework.boot | Artifact: spring-boot-starter-mail | Version: 3.2.4
Group: org.springframework.boot | Artifact: spring-boot-starter-security | Version: 3.2.2
Group: org.springframework.boot | Artifact: spring-boot-starter-test | Version: 2.5.4
Group: org.springframework.boot | Artifact: spring-boot-starter-test | Version: 3.1.2
Group: org.springframework.boot | Artifact: spring-boot-starter-test | Version: 3.2.4
Group: org.springframework.boot | Artifact: spring-boot-starter-test | Version: 3.5.9
Group: org.springframework.boot | Artifact: spring-boot-starter-tomcat | Version: 2.5.4
Group: org.springframework.boot | Artifact: spring-boot-starter-tomcat | Version: 3.1.2
Group: org.springframework.boot | Artifact: spring-boot-starter-tomcat | Version: 3.2.2
Group: org.springframework.boot | Artifact: spring-boot-starter-tomcat | Version: 3.2.4
Group: org.springframework.boot | Artifact: spring-boot-starter-tomcat | Version: 3.5.9
Group: org.springframework.boot | Artifact: spring-boot-starter-validation | Version: 3.2.2
Group: org.springframework.boot | Artifact: spring-boot-starter-validation | Version: 3.2.4
Group: org.springframework.boot | Artifact: spring-boot-starter-web | Version: 2.5.4
Group: org.springframework.boot | Artifact: spring-boot-starter-web | Version: 3.1.2
Group: org.springframework.boot | Artifact: spring-boot-starter-web | Version: 3.2.2
Group: org.springframework.boot | Artifact: spring-boot-starter-web | Version: 3.2.4
Group: org.springframework.boot | Artifact: spring-boot-starter-web | Version: 3.5.9
Group: org.springframework.boot | Artifact: spring-boot-test | Version: 2.5.4
Group: org.springframework.boot | Artifact: spring-boot-test | Version: 3.1.2
Group: org.springframework.boot | Artifact: spring-boot-test | Version: 3.2.4
Group: org.springframework.boot | Artifact: spring-boot-test | Version: 3.5.9
Group: org.springframework.boot | Artifact: spring-boot-test-autoconfigure | Version: 2.5.4
Group: org.springframework.boot | Artifact: spring-boot-test-autoconfigure | Version: 3.1.2
Group: org.springframework.boot | Artifact: spring-boot-test-autoconfigure | Version: 3.2.4
Group: org.springframework.boot | Artifact: spring-boot-test-autoconfigure | Version: 3.5.9
Group: org.springframework.data | Artifact: spring-data-commons | Version: 3.2.2
Group: org.springframework.data | Artifact: spring-data-commons | Version: 3.2.4
Group: org.springframework.data | Artifact: spring-data-jpa | Version: 3.2.2
Group: org.springframework.data | Artifact: spring-data-jpa | Version: 3.2.4
Group: org.springframework.data | Artifact: spring-data-keyvalue | Version: 3.2.2
Group: org.springframework.data | Artifact: spring-data-keyvalue | Version: 3.2.4
Group: org.springframework.data | Artifact: spring-data-redis | Version: 3.2.2
Group: org.springframework.data | Artifact: spring-data-redis | Version: 3.2.4
Group: org.springframework.kafka | Artifact: spring-kafka | Version: 3.1.1
Group: org.springframework.kafka | Artifact: spring-kafka | Version: 3.1.3
Group: org.springframework.retry | Artifact: spring-retry | Version: 2.0.5
Group: org.springframework.security | Artifact: spring-security-config | Version: 6.2.1
Group: org.springframework.security | Artifact: spring-security-core | Version: 6.2.1
Group: org.springframework.security | Artifact: spring-security-crypto | Version: 6.2.1
Group: org.springframework.security | Artifact: spring-security-web | Version: 6.2.1
Group: org.threeten | Artifact: threetenbp | Version: 1.6.8
Group: org.tomlj | Artifact: tomlj | Version: 1.0.0
Group: org.tukaani | Artifact: xz | Version: 1.9
Group: org.vafer | Artifact: jdependency | Version: 2.10
Group: org.vafer | Artifact: jdependency | Version: 2.8.0
Group: org.webjars | Artifact: swagger-ui | Version: 5.10.3
Group: org.xerial.snappy | Artifact: snappy-java | Version: 1.1.10.5
Group: org.xmlunit | Artifact: xmlunit-core | Version: 2.10.4
Group: org.xmlunit | Artifact: xmlunit-core | Version: 2.8.2
Group: org.xmlunit | Artifact: xmlunit-core | Version: 2.9.1
Group: org.yaml | Artifact: snakeyaml | Version: 1.28
Group: org.yaml | Artifact: snakeyaml | Version: 1.33
Group: org.yaml | Artifact: snakeyaml | Version: 2.2
Group: org.yaml | Artifact: snakeyaml | Version: 2.4
Group: snehal | Artifact: MetricsSpringProject | Version: 1.0-SNAPSHOT
Group: snehal.project.Cryptocurrency.com | Artifact: cryptocurrency | Version: 0.0.1-SNAPSHOT
